BoroName,NTAName,id,mhinc_70,mhinc_80,mhinc_90,mhinc_00,mhinc_10,pcol_70,pcol_80,pcol_90,pcol_00,pcol_10,70_HINC70,70_MHMVAL7,70_MRENT70,00_MHMVAL0,00_MRENT00,10_mrent0a,10_mhmval0,70_POP70,70_WHITE70,70_BLACK70,80_POP80,80_NHWHT80,80_NHBLK80,80_MHMVAL8,80_MRENT80,90_POP90,90_NHWHT90,90_NHBLK90,90_MHMVAL9,90_MRENT90,00_POP00,00_NHWHT00,00_NHBLK00,10_pop10,10_nhwht10,10_nhblk10
Queens,Corona,36081041500,0,13281,31411,36741,50227,3,9,15,13,14,7955.356506,18571.42724,98.05555208,292200,743,1316,615700,2016.99999248609,1967.99999266863,15,2226.99999170378,1168,23,41249.9998463318,224.99999916181,2580.99999038503,785.999997071922,68,207699.999226257,625.999997667968,3604,524,82,4278,320,54
Queens,South Jamaica,36081043400,9340,16436,43629,31645,53750,11,14,19,11,32,9340,21192.30848,133.695651,167700,733,1750,381200,1589.99999481719,42.999999859836,1527,1497.99999511708,24,1420,38706.9998738295,214.99999929918,1510.9999950747,18.999999938067,1431,136299.999555713,505.999998350628,1635,9,1494,1956,26,1666
Queens,Corona,36081044301,0,14868,24951,31361,31991,,14,0,,17,10756.75666,23999.99861,169.8224886,239000.002,731.9999799,939,638000,1960.45910031348,1808.39680145681,52.7312812805176,2089.63030041754,534.670654296875,377.294372558594,44906.0000687997,277.999996273495,2533.96287799068,338.052476221696,385.469757080078,192899.997134036,515.000001724534,3411.99991416931,235.451293945313,500.742767333984,4033,229,372
Queens,Corona,36081044302,0,14868,24951,31361,42688,,14,0,,13,10756.75694,24000.00096,169.822477,239000.0099,731.9999768,1129,478800,2835.54086842015,2615.60316970199,76.2687149047852,3022.36966625601,773.329345703125,545.705627441406,44906.0019712812,277.999999511068,3665.03708159644,488.947518386878,557.530212402344,192899.999854463,514.999993128981,4935.00008583069,340.548706054688,724.257202148438,5223,177,603
Queens,Jamaica,36081044602,0,13025,25793,31394,40893,13,19,12,13,21,8120.689531,22500,145.9285681,234600,701,984,365000,2975.99995703995,2312.99996661069,594,3397.99995094817,727,1667,42856.9993813378,253.999996333383,4741.99993154686,421.999993908219,2358,194599.997190852,518.999992507976,4128,142,1710,4596,112,1416
Queens,Briarwood-Jamaica Hills,36081044800,0,20123,41250,47976,52424,14,22,22,25,25,9444.44434,28425.92578,145.8196672,256000,742,1137,611200,1734.00000484474,1639.00000457931,11,1722.00000481121,1039,153,59276.0001656152,287.000000801869,2080.00000581145,757.000002115034,423,216900.000606012,642.000001793727,2371,398,404,2571,284,363
Queens,Elmhurst,36081045700,0,18430,36473,45197,47471,11,19,22,25,33,11263.73601,24662.16317,145.1408349,228600,837,1132,624500,2121.9999762848,2016.99997745827,11,2468.99997240677,1168,13,54109.9993952736,283.999996826053,2605.99997087568,739.999991729856,45,215699.997589365,622.999993037432,3395,469,47,3355,293,37
Queens,Elmhurst,36081045900,0,19538,35799,41325,68981,8,13,21,27,27,10602.56457,23333.3343,129.9456465,259900,775,1290,655100,2318.00003454089,2204.00003284216,4,2558.00003811717,1078,13,50900.0007584691,276.00000411272,2807.00004182756,552.000008225441,41,207100.00308603,708.000010550022,3885,439,58,3975,245,35
Queens,Elmhurst,36081046100,0,17083,30069,36250,48607,11,19,18,17,16,9774.192857,24473.68396,127.3913021,315600,750,1238,764100,1667.00001242012,1545.00001151115,2,2005.00001493841,603,15,50938.0003795177,269.000002004206,2463.00001835078,348.000002592802,33,193800.001443923,663.000004939735,2791,203,19,3089,119,30
Queens,Elmhurst,36081046300,0,12007,30946,38929,50000,8,12,20,15,20,9415.094948,26111.11181,120.8677706,272500,732,1127,453700,2069.0000236046,1966.00002242951,41,2684.00003062095,673,82,46667.0005324099,247.000002817949,3473.00003962242,407.000004643342,129,207400.002366165,608.000006936491,4021,220,87,4284,116,54
Queens,Elmhurst,36081046500,0,15211,30709,43867,45337,7,10,13,9,7,8837.209105,24264.70513,103.0120482,266300,752,1147,802600,2268.99997295802,2176.99997405447,10,2753.99996717778,658,24,48213.9994253847,232.999997223102,2753.99996717778,337.99999597171,49,220799.997368501,581.999993063713,4398,228,39,4247,93,28
Queens,Elmhurst,36081046700,0,13757,30699,29394,41039,16,15,16,18,12,8259.84253,26979.16512,148.5179585,234800,672,1044,502300,4478.00003857678,4076.00003511366,155,5423.0000467177,1129,363,60200.000518607,252.000002170913,5647.0000486474,664.000005720183,226,222300.001915055,496.000004272908,7108,378,195,7112,240,149
Queens,Elmhurst,36081046900,0,13639,30148,37425,37420,11,19,15,18,21,9202.205954,28648.64773,141.1505116,206700,693,1067,452600,5996.00013681315,5541.00012643123,154,6836.00015597977,1699,327,57000.001300592,256.000005841255,7626.00017400552,991.000022612046,307,232800.005311891,480.000010952353,9282,534,233,8570,370,129
Queens,Elmhurst,36081048100,0,15927,29906,37143,38680,15,20,20,19,25,8358.823441,24218.74869,126.0504246,208000,752,1096,392000,3821.99998576194,3593.99998661131,22,4480.99998330697,1913,125,49166.9998168387,254.999999050051,5447.99997970462,1157.99999568611,147,230999.999139458,568.99999788031,6782,643,185,6781,518,205
Queens,Elmhurst-Maspeth,36081048300,9450,19630,36556,32288,47272,14,21,26,25,35,9450,25909.09189,136.6544206,307700,765,1348,671500,2972.00000207592,2759.00000192714,22,2913.00000203471,1271,23,53077.0000370738,274.000000191387,3193.00000223028,817.000000570668,49,239100.000167009,654.000000456814,3751,564,35,4047,452,35
Queens,Elmhurst-Maspeth,36081048900,0,17723,36767,39789,41590,,4,0,,18,8502.097484,25616.68874,109.1633839,245117.0001,730.2975259,1167,486000,943.15023103985,942.922769522993,0,955.385707538575,782.532732009888,2,56588.8888903788,247.86190885523,1234.77914199419,615.852040780475,123,192829.979112091,651.270011331823,1233.61949334247,405.632597923279,6.03791025653481,1486,273,29
Queens,Maspeth,36081049500,0,21196,35857,42227,61552,4,6,16,17,19,10826.0866,22619.04751,131.6999959,274600,752,1348,662600,1239.00000923127,1229.00000915676,1,1419.00001057237,1355,4,52027.0003876314,258.00000192225,1198.0000089258,1048.00000780821,4,206500.001538545,595.000004433095,1288,1004,1,1358,848,20
Queens,Queens Village,36081049600,0,20025,45208,57143,62188,4,12,17,20,24,11817.20385,21449.04426,91.5,178700,641,869,414900,2951.00000549667,2922.00000544265,8,2645.0000049267,1345,537,43422.0000808798,215.000000400469,3042.00000566617,557.000001037493,1373,159800.000297651,581.000001082197,3463,214,1470,3030,97,1192
Queens,Elmhurst,36081049900,0,19545,35766,45287,49213,,12,0,,26,10280.93042,25545.17596,115.5977562,243200.8834,789.3499074,1138,639200,3460.48987831145,3413.86296234876,3.16592726111412,3551.4581781569,2892.53428649902,4.07693764567375,57080.7599547471,242.782470313468,3636.2546375568,2080.93005277828,15.033584177494,209173.265455145,631.574945479034,4204.73959583789,1486.70335388184,28.4811149835587,5071,1065,44
Queens,Hollis,36081050201,0,25341,36071,52596,92857,8,12,25,20,20,9230.769828,24821.42891,127.9787255,195100,910,1323,450000,1251,169,1071,1269,45,1130,47083,235,1227,27,1141,157100,563,1345,5,1229,1410,12,1128
Queens,Hollis,36081050202,0,23234,40903,60227,66859,7,8,18,10,22,10807.69195,23530.9272,127.5,180800,1160,1200,478100,1347.00000250898,103.000000191852,1229,1341.00000249781,57,1214,44394.0000826903,244.000000454485,1273.00000237115,38.0000000707805,1171,153600.000286102,629.000001171604,1449,11,1323,1344,15,1110
Queens,Hollis,36081050400,0,21364,43295,42708,76888,13,11,17,12,24,11090.90903,23316.8328,113.8297857,199100,677,925,461000,1700.00000949949,221.000001234934,1455,1571.00000877865,34,1460,44477.0002485346,233.000001301989,1514.00000846013,13.0000000726432,1414,163800.000915304,452.000002525747,1750,13,1653,1831,25,1591
Queens,Hollis,36081050600,0,19458,52785,51033,52500,9,11,18,22,19,9333.332849,23925.23482,127.96875,182700,779,1145,444400,1620,169,1426,1510,49,1394,44808,223,1398,22,1280,161100,546,1562,9,1453,1553,12,1383
Queens,Hollis,36081050800,0,12835,46993,46250,53125,7,8,4,21,24,7987.804928,23422.13075,98.89999869,181800,530,1159,478200,2466.99996438762,156.999997733627,2293,2135.99996916577,36,2008,43570.9993710308,188.999997271691,1838.99997345312,19.99999971129,1768,154399.997771159,395.999994283542,2059,13,1971,1837,20,1651
Queens,Hollis,36081051000,0,18417,43264,58750,87625,7,9,19,13,15,10193.54852,23066.40665,112.7272665,175800,847,934,387900,1585.00000147615,206.000000191852,1355,1516.00000141189,55,1376,43889.0000408748,223.000000207685,1504.00000140071,21.0000000195578,1350,151800.000141375,609.000000567175,1679,22,1504,1540,6,1239
Queens,Queens Village,36081051200,0,24234,50736,54130,81484,12,6,17,16,20,11458.33278,23683.03584,110,188900,801,1239,445700,2949.9999931315,787.999998165295,2140,2777.99999353196,167,2367,44129.9998972518,226.999999471474,2589.99999396969,47.9999998882413,2302,160199.999627005,556.999998703133,2885,38,2532,2619,21,2142
Queens,St. Albans,36081051800,0,21250,34954,55361,74583,5,5,13,15,25,8814.285821,21682.24145,131.3513468,162300,899,775,381300,2698,244,2431,2014,52,1899,37500,232,1755,25,1678,142500,627,2110,4,2045,1931,4,1816
Queens,St. Albans,36081052000,0,21719,51249,44750,84550,13,13,17,13,19,9785.71408,22398.6482,127.03125,161300,748,1208,419700,1805.99998318031,146.999998630956,1631,1489.99998612329,42,1410,41128.9996169563,239.999997764826,1534.9999857042,21.999999795109,1426,143899.998659827,616.99999425374,1701,19,1597,1521,12,1383
Queens,St. Albans,36081052400,0,14185,42891,43819,64792,5,7,8,11,31,8671.428971,22281.25,126.6666667,174200,735,950,413100,1991.00000741705,131.000000488013,1849,1721.00000641122,53,1597,39500.000147149,231.000000860542,1488.00000554323,18.0000000670552,1422,145400.000541657,540.000002011657,1889,12,1809,1739,7,1609
Queens,Maspeth,36081052500,0,17192,34688,45583,75903,2,3,10,16,17,10292.4531,20892.85787,97.57142674,191500,704,1355,607100,1946.00001404574,1942.00001401687,0,1877.00001354772,1798,0,44921.0003242285,217.000001566252,1712.00001235679,1503.00001084828,0,181300.001308578,504.000003637746,1877,1383,18,2063,1235,23
Queens,St. Albans,36081052600,0,14792,41250,45227,74457,5,5,6,14,20,8848.484459,20890.1525,114.7619044,163100,648,1622,409500,2028.99999244139,103.99999961257,1897,1661.99999380857,33,1574,37345.9998608753,218.999999184161,1918.99999285117,11.9999999552965,1817,138299.999484792,596.999997776002,1867,5,1763,1802,6,1635
Queens,St. Albans,36081053000,0,19096,41923,46056,57132,4,10,19,17,30,8732.142632,20839.55324,117.75,159800,809,1077,420900,2419.00003604591,185.000002756715,2214,2106.00003138185,33,2000,39483.0005883425,219.000003263354,2200.00003278255,13.0000001937151,2083,141900.002114475,552.000008225441,2227,20,2124,2240,8,2111
Queens,Queens Village,36081053200,0,18125,44420,57162,81731,14,10,9,21,25,10688.88898,22598.52093,138.8793093,166800,810,861,399300,2148.99999199435,115.999999567866,2006,1789.99999333173,41,1650,42064.9998432957,244.999999087304,1566.99999416247,19.9999999254942,1460,146799.999453127,557.999997921288,1855,13,1761,1675,12,1537
Queens,Queens Village,36081053601,0,25129,51804,52883,85530,,15,0,,14,10718.30955,23355.70337,128.9285793,184299.9983,730.0000081,1094,405900,1647.18386258674,361.32869488257,1232.41918945313,1750.66297238879,63.6142082214355,1561.51672363281,43934.9983757588,244.000004190113,1598.83706538414,25.4456827382091,1464.82312011719,157500.006720841,633.999981534889,1826.99999678135,30.534818649292,1650.57653808594,1577,4,1384
Queens,Queens Village,36081054000,0,17081,36918,56420,63750,,9,0,,16,9683.454207,21825.49014,116.8467277,182593.7347,681.1218068,1349,429200,3550.35002809478,2724.3917686576,777.888470113277,3978.46302387159,519.516243219376,2912.47375774384,43061.966500808,239.008094335267,4199.42092592199,323.278061082878,3249.82604408264,147407.05923762,601.032149342044,4499.85188352608,121.21270108223,3808.25809311867,4222,86,3110
Queens,Queens Village,36081054200,0,20245,42904,53846,78074,5,8,16,18,21,11314.81403,22245.43191,100.8620657,183700,834,1309,446400,3962.99998131517,3912.99998155091,7,4524.99997866544,2576,613,42854.9997979464,237.999998877873,4764.99997753388,1170.99999447895,1698,160499.999243271,630.999997024948,5709,527,2162,5074,292,1625
Queens,Ridgewood,36081054500,0,11014,21989,24841,41801,1,1,5,9,7,6925.287466,11875,70.37281304,198100,631,945,572100,3699.9999448657,3690.99994499981,0,3123.99995344877,2687,1,29999.9995529652,158.999997630715,3321.99995049834,1777.99997350574,6,153099.997718632,401.999994009733,3932,964,49,3722,785,90
Queens,Ridgewood,36081054700,0,12967,20657,30850,44823,1,5,9,7,14,7883.561826,15000,73.28389433,217900,666,1013,475500,3711.00001382455,3687.00001373515,7,3236.00001205504,2714,4,22500.000083819,168.000000625849,3784.0000140965,1517.00000565127,22,87500.0003259629,471.000001754612,4717,706,92,4643,648,106
Queens,Ridgewood,36081054900,0,9583,27922,30295,44280,2,4,9,10,14,7974.683926,,73.81766449,178400,653,1048,572300,4157.00000580726,4076.00000569411,57,3928.00000548735,2971,3,40000.0000558794,169.00000023609,4468.00000624172,1857.0000025942,40,150000.000209548,428.000000597909,5322,967,95,5308,1096,147
Queens,Ridgewood,36081055100,8500,10431,26542,29275,39426,2,6,10,18,19,8500,,75.04450917,239400,620,953,618400,4417.00002056826,4404.00002050772,0,3840.00001788139,3380,2,35000.0001629815,167.000000777654,4237.00001973007,2855.00001329463,12,250000.001164153,415.000001932494,4679,1866,110,4573,1905,111
Queens,Ridgewood,36081055300,0,10941,25169,33925,31850,1,2,9,10,14,7318.181621,13750,73.12925217,198900,594,969,471400,2042.99997835688,2040.99997837807,0,2048.99997829332,754,36,28332.999699846,179.999998093117,2443.99997410877,384.999995921389,52,131299.998609035,439.999995338731,2537,186,122,2454,198,132
Queens,Ridgewood,36081055500,0,11886,25400,30938,43333,4,2,19,14,20,7337.5,20568.18118,74.24418283,188900,666,1063,454300,1720.00000961125,1693.00000946037,15,1561.00000872277,984,6,36538.000204172,174.000000972301,1869.00001044385,603.000003369525,79,150000.00083819,458.000002559274,2187,340,140,2147,291,119
Queens,Queens Village,36081055600,0,20990,52844,56250,70214,5,8,20,16,28,11083.33333,22699.58101,114.4444444,180400,762,1521,446800,1928.00000718236,1921.00000715628,5,1786.00000665337,1387,41,43623.0001625083,244.000000908971,1970.00000733882,890.000003315508,186,167100.000622496,647.000002410263,2254,449,370,2153,229,350
Queens,Queens Village,36081055800,13080,22981,46875,73824,72480,10,14,19,29,32,13080,21742.0205,95,185000,826,790,453500,1660.00000927597,1658.0000092648,1,1577.00000881217,1211,46,43262.0002417453,220.000001229346,1734.00000968948,776.000004336238,222,161700.000903569,592.000003308058,1967,377,488,1732,222,459
Queens,Ridgewood,36081058300,0,13586,27762,39783,53523,4,4,10,19,29,8529.412162,27000,82.35576923,243700,689,1043,621300,3100.99996534362,3092.99996543303,0,2889.99996770173,2733,0,44999.9994970858,185.999997921288,2870.99996791407,2420.99997294322,2,209999.997653067,497.999994434416,3366,1822,46,3254,1815,66
Queens,Ridgewood,36081058500,0,12296,30130,35268,49792,2,6,9,15,18,8414.772525,19375,80.83968956,225400,679,1032,609000,3420.99999203486,3415.99999204651,0,3410.99999205815,3309,1,38332.999910749,178.999999583233,3343.99999221414,2889.99999327119,9,194999.99954598,461.999998924322,4135,2366,11,4062,2135,52
Queens,Ridgewood,36081058700,0,12672,26875,35589,45287,2,4,12,14,17,7433.962134,25833.33333,78.1073436,232600,639,979,533700,3198.99995233119,3171.99995273352,1,2691.99995988607,2581,0,39999.9994039536,174.999997392297,2812.99995808303,2433.99996373057,7,179199.997329712,431.999993562698,3336,2205,10,3296,2206,34
Queens,Ridgewood,36081058900,0,10957,27827,30078,46189,1,2,7,15,14,6636.718823,,74.9813478,253400,637,1085,591400,3836.99997409224,3828.99997414625,5,3682.99997513206,3485,0,47142.9996816863,162.99999889941,3733.9999747877,3056.99997935886,18,162499.998902786,412.999997211387,4384,2274,51,4196,2313,64
Queens,Ridgewood,36081059100,0,10410,25727,34544,43300,2,1,5,11,17,8003.649536,21363.63736,72.43150531,225500,680,1038,584300,5090.00003792346,5086.00003789365,0,4379.00003262609,4149,0,28125.0002095476,160.000001192093,4627.00003447384,3588.00002673268,13,166700.001242012,447.00000333041,5777,2361,30,5826,2139,125
Queens,Ridgewood,36081059300,0,14638,33203,35547,51964,3,7,13,15,26,8539.13069,21111.11202,85.72847848,247300,680,1072,587000,3727.99999652803,3711.99999654293,9,3240.99999698158,3140,0,49090.9999542804,194.999999818392,3290.99999693502,2999.99999720603,5,170499.99984121,495.999999538064,3865,2804,21,3881,2589,52
Queens,Cambria Heights,36081059400,0,23438,49654,68833,85758,4,9,22,27,25,11452.05455,24054.0543,123.75,184700,1191,2001,410400,1561.00000581518,1093.00000407174,450,1694.00000631064,174,1412,47778.0001779869,261.000000972301,1714.00000638515,94.0000003501773,1520,161000.000599772,630.000002346933,1780,51,1610,1537,26,1410
Queens,Cambria Heights,36081059600,0,24883,64956,65469,87143,9,19,39,30,32,12514.2855,24670.54396,115,189000,696,857,380700,1427.00000531599,855.000003185123,551,1387.00000516698,121,1175,50448.0001879334,241.000000897795,1472.00000548363,66.0000002458692,1334,170900.000636652,625.000002328306,1614,45,1531,1304,24,1223
Queens,Cambria Heights,36081059800,11000,18807,39464,54484,67763,5,10,8,25,19,11000,22939.18947,129.1525419,170700,614,1063,385500,1762,966,761,1809,121,1503,44958,245,1809,43,1621,157500,544,1830,23,1710,1643,24,1482
Queens,Maspeth,36081059900,0,17854,33750,50391,71932,2,7,12,17,24,10568.80711,23026.31596,105.1162826,207800,804,1305,529200,1458.00003530458,1452.00003515929,0,1286.0000311397,1252,0,52557.0012726355,203.000004915521,1429.00003460236,1319.00003193878,1,190700.004617684,535.000012954697,1446,1180,2,1525,1124,6
Queens,Cambria Heights,36081060000,0,27303,55460,65000,62250,9,15,22,31,23,12139.53472,25209.79048,112,187900,689,804,354000,1041.00003102422,750.000022351742,268,1186.00003534555,132,993,50000.0014901161,247.000007361174,1170.00003486872,60.0000017881393,1072,167300.004985929,792.000023603439,1260,38,1181,1056,17,984
Queens,Cambria Heights,36081060600,0,23973,53984,59875,76146,9,13,23,18,36,11809.52374,24650.73514,107.619047,186300,1051,789,433100,1363.9999949187,887.999996691942,465,1526.99999431148,148,1269,49899.999814108,245.999999083579,1475.99999450147,62.9999997653067,1307,168099.999373779,541.999997980893,1521,39,1384,1381,17,1248
